,FID,UniqueID,Country,USA_AEZ,Image,Month,Year,jd,long,lat,Crop,Stage,global_aez,State,Information
0,0,1466,USA,7,EO1H0440332012234110KD_SGS_01,8,2012,234,-121.663419,38.534516,corn,Critical,9,California,UniqueID: 1466 | USA AEZ: 7 | Month: 8 | Year: 2012 | jd: 234 | Longitude: -121.663419 | Latitude: 38.534516 | Crop: corn | Crop Stage: Critical | Global AEZ: 9
6758,6758,13146,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.4311867,39.5372778,corn,Critical,12,Illinois,UniqueID: 13146 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.4311867 | Latitude: 39.5372778 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6759,6759,13147,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.4389114,39.5090736,corn,Critical,12,Illinois,UniqueID: 13147 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.4389114 | Latitude: 39.5090736 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6760,6760,13148,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.4282684,39.5146359,corn,Critical,12,Illinois,UniqueID: 13148 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.4282684 | Latitude: 39.5146359 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6761,6761,13149,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.4744453,39.5162251,corn,Critical,12,Illinois,UniqueID: 13149 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.4744453 | Latitude: 39.5162251 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6762,6762,13175,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.151207,40.5406779,soybean,Critical,12,Illinois,UniqueID: 13175 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.151207 | Latitude: 40.5406779 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6763,6763,13176,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1439972,40.5349377,soybean,Critical,12,Illinois,UniqueID: 13176 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1439972 | Latitude: 40.5349377 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6764,6764,13177,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1333542,40.5344159,soybean,Critical,12,Illinois,UniqueID: 13177 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1333542 | Latitude: 40.5344159 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6765,6765,13178,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1077766,40.5203241,soybean,Critical,12,Illinois,UniqueID: 13178 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1077766 | Latitude: 40.5203241 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6766,6766,13179,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1615067,40.5208461,soybean,Critical,12,Illinois,UniqueID: 13179 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1615067 | Latitude: 40.5208461 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6767,6767,13180,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1258011,40.5072736,soybean,Critical,12,Illinois,UniqueID: 13180 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1258011 | Latitude: 40.5072736 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6768,6768,13181,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1518936,40.5063599,soybean,Critical,12,Illinois,UniqueID: 13181 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1518936 | Latitude: 40.5063599 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6769,6769,13182,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1627083,40.4916096,soybean,Critical,12,Illinois,UniqueID: 13182 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1627083 | Latitude: 40.4916096 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6770,6770,13183,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1510353,40.4927845,soybean,Critical,12,Illinois,UniqueID: 13183 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1510353 | Latitude: 40.4927845 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6771,6771,13187,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1412506,40.4773782,soybean,Critical,12,Illinois,UniqueID: 13187 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1412506 | Latitude: 40.4773782 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6772,6772,13188,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1790161,40.4754196,soybean,Critical,12,Illinois,UniqueID: 13188 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1790161 | Latitude: 40.4754196 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6773,6773,13189,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1829643,40.4687597,soybean,Critical,12,Illinois,UniqueID: 13189 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1829643 | Latitude: 40.4687597 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6774,6774,13191,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.151207,40.4634051,soybean,Critical,12,Illinois,UniqueID: 13191 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.151207 | Latitude: 40.4634051 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6775,6775,13193,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1908607,40.4478615,soybean,Critical,12,Illinois,UniqueID: 13193 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1908607 | Latitude: 40.4478615 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6776,6776,13194,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1817627,40.4462939,soybean,Critical,12,Illinois,UniqueID: 13194 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1817627 | Latitude: 40.4462939 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6777,6777,13195,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.171978,40.4462939,soybean,Critical,12,Illinois,UniqueID: 13195 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.171978 | Latitude: 40.4462939 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6778,6778,13196,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1589317,40.4568746,soybean,Critical,12,Illinois,UniqueID: 13196 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1589317 | Latitude: 40.4568746 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6779,6779,13197,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1342125,40.4413295,soybean,Critical,12,Illinois,UniqueID: 13197 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1342125 | Latitude: 40.4413295 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6780,6780,13200,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2015037,40.4189853,soybean,Critical,12,Illinois,UniqueID: 13200 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2015037 | Latitude: 40.4189853 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6781,6781,13201,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1786728,40.4171556,soybean,Critical,12,Illinois,UniqueID: 13201 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1786728 | Latitude: 40.4171556 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6782,6782,13202,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.172493,40.4261728,soybean,Critical,12,Illinois,UniqueID: 13202 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.172493 | Latitude: 40.4261728 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6783,6783,13203,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1500053,40.4201615,soybean,Critical,12,Illinois,UniqueID: 13203 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1500053 | Latitude: 40.4201615 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6784,6784,13204,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1422806,40.4168942,soybean,Critical,12,Illinois,UniqueID: 13204 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1422806 | Latitude: 40.4168942 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6785,6785,13207,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.139534,40.402647,soybean,Critical,12,Illinois,UniqueID: 13207 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.139534 | Latitude: 40.402647 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6786,6786,13208,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1481171,40.4114048,soybean,Critical,12,Illinois,UniqueID: 13208 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1481171 | Latitude: 40.4114048 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6787,6787,13209,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1539535,40.4053921,soybean,Critical,12,Illinois,UniqueID: 13209 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1539535 | Latitude: 40.4053921 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6788,6788,13210,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1657982,40.4038235,corn,Critical,12,Illinois,UniqueID: 13210 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1657982 | Latitude: 40.4038235 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6789,6789,13211,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1790161,40.4080064,soybean,Critical,12,Illinois,UniqueID: 13211 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1790161 | Latitude: 40.4080064 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6790,6790,13212,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2018471,40.4098363,soybean,Critical,12,Illinois,UniqueID: 13212 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2018471 | Latitude: 40.4098363 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6791,6791,13213,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1833076,40.3917963,soybean,Critical,12,Illinois,UniqueID: 13213 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1833076 | Latitude: 40.3917963 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6792,6792,13214,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1917191,40.3979409,soybean,Critical,12,Illinois,UniqueID: 13214 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1917191 | Latitude: 40.3979409 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6793,6793,13215,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1706047,40.3971565,soybean,Critical,12,Illinois,UniqueID: 13215 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1706047 | Latitude: 40.3971565 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6794,6794,13216,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1627083,40.3878739,soybean,Critical,12,Illinois,UniqueID: 13216 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1627083 | Latitude: 40.3878739 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6795,6795,13217,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1458855,40.3966336,soybean,Critical,12,Illinois,UniqueID: 13217 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1458855 | Latitude: 40.3966336 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6796,6796,13218,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1707764,40.3810745,soybean,Critical,12,Illinois,UniqueID: 13218 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1707764 | Latitude: 40.3810745 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6797,6797,13219,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1518936,40.3747976,soybean,Critical,12,Illinois,UniqueID: 13219 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1518936 | Latitude: 40.3747976 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6798,6798,13220,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1839943,40.3737514,soybean,Critical,12,Illinois,UniqueID: 13220 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1839943 | Latitude: 40.3737514 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6799,6799,13221,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2042503,40.3746668,soybean,Critical,12,Illinois,UniqueID: 13221 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2042503 | Latitude: 40.3746668 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6800,6800,13222,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2078552,40.3635499,soybean,Critical,12,Illinois,UniqueID: 13222 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2078552 | Latitude: 40.3635499 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6801,6801,13225,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1997871,40.3584486,soybean,Critical,12,Illinois,UniqueID: 13225 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1997871 | Latitude: 40.3584486 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6802,6802,13226,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2083702,40.3502073,soybean,Critical,12,Illinois,UniqueID: 13226 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2083702 | Latitude: 40.3502073 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6803,6803,13227,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2109451,40.34432,soybean,Critical,12,Illinois,UniqueID: 13227 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2109451 | Latitude: 40.34432 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6804,6804,13228,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2248497,40.3364694,soybean,Critical,12,Illinois,UniqueID: 13228 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2248497 | Latitude: 40.3364694 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6805,6805,13229,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2263946,40.3456283,soybean,Critical,12,Illinois,UniqueID: 13229 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2263946 | Latitude: 40.3456283 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6806,6806,13230,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1984138,40.343535,soybean,Critical,12,Illinois,UniqueID: 13230 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1984138 | Latitude: 40.343535 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6807,6807,13231,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1896591,40.3303192,soybean,Critical,12,Illinois,UniqueID: 13231 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1896591 | Latitude: 40.3303192 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6808,6808,13234,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1723213,40.3444508,soybean,Critical,12,Illinois,UniqueID: 13234 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1723213 | Latitude: 40.3444508 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6809,6809,13235,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.182106,40.351123,soybean,Critical,12,Illinois,UniqueID: 13235 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.182106 | Latitude: 40.351123 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6810,6810,13236,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1994438,40.3227288,soybean,Critical,12,Illinois,UniqueID: 13236 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1994438 | Latitude: 40.3227288 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6811,6811,13237,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2174683,40.3161846,soybean,Critical,12,Illinois,UniqueID: 13237 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2174683 | Latitude: 40.3161846 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6812,6812,13238,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.236351,40.3070217,soybean,Critical,12,Illinois,UniqueID: 13238 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.236351 | Latitude: 40.3070217 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6813,6813,13239,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2294846,40.31697,soybean,Critical,12,Illinois,UniqueID: 13239 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2294846 | Latitude: 40.31697 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6814,6814,13240,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2265663,40.3008688,soybean,Critical,12,Illinois,UniqueID: 13240 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2265663 | Latitude: 40.3008688 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6815,6815,13241,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1994438,40.3067599,soybean,Critical,12,Illinois,UniqueID: 13241 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1994438 | Latitude: 40.3067599 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6816,6816,13243,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1695747,40.3016544,soybean,Critical,12,Illinois,UniqueID: 13243 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1695747 | Latitude: 40.3016544 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6817,6817,13244,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.170948,40.2936679,soybean,Critical,12,Illinois,UniqueID: 13244 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.170948 | Latitude: 40.2936679 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6818,6818,13245,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1913757,40.293406,soybean,Critical,12,Illinois,UniqueID: 13245 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1913757 | Latitude: 40.293406 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6819,6819,13246,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2076836,40.2862043,soybean,Critical,12,Illinois,UniqueID: 13246 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2076836 | Latitude: 40.2862043 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6820,6820,13247,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2366943,40.2852877,soybean,Critical,12,Illinois,UniqueID: 13247 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2366943 | Latitude: 40.2852877 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6821,6821,13248,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.226223,40.2742871,soybean,Critical,12,Illinois,UniqueID: 13248 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.226223 | Latitude: 40.2742871 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6822,6822,13249,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1980705,40.2717986,soybean,Critical,12,Illinois,UniqueID: 13249 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1980705 | Latitude: 40.2717986 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6823,6823,13250,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1877708,40.2808353,soybean,Critical,12,Illinois,UniqueID: 13250 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1877708 | Latitude: 40.2808353 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6824,6824,13251,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2361793,40.249005,soybean,Critical,12,Illinois,UniqueID: 13251 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2361793 | Latitude: 40.249005 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6825,6825,13252,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2190132,40.2482189,soybean,Critical,12,Illinois,UniqueID: 13252 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2190132 | Latitude: 40.2482189 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6826,6826,13254,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2627869,40.2326256,soybean,Critical,12,Illinois,UniqueID: 13254 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2627869 | Latitude: 40.2326256 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6827,6827,13255,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2442474,40.2334119,soybean,Critical,12,Illinois,UniqueID: 13255 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2442474 | Latitude: 40.2334119 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6828,6828,13256,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2408142,40.2408813,soybean,Critical,12,Illinois,UniqueID: 13256 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2408142 | Latitude: 40.2408813 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6829,6829,13257,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2181549,40.2284318,soybean,Critical,12,Illinois,UniqueID: 13257 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2181549 | Latitude: 40.2284318 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6830,6830,13258,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1970406,40.2298735,soybean,Critical,12,Illinois,UniqueID: 13258 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1970406 | Latitude: 40.2298735 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6831,6831,13259,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2543755,40.2583068,soybean,Critical,12,Illinois,UniqueID: 13259 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2543755 | Latitude: 40.2583068 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6832,6832,13260,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2476807,40.2197814,corn,Critical,12,Illinois,UniqueID: 13260 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2476807 | Latitude: 40.2197814 | Crop: corn | Crop Stage: Critical | Global AEZ: 12
6833,6833,13261,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2658768,40.2039193,soybean,Critical,12,Illinois,UniqueID: 13261 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2658768 | Latitude: 40.2039193 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6834,6834,13262,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2729149,40.2027394,soybean,Critical,12,Illinois,UniqueID: 13262 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2729149 | Latitude: 40.2027394 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6835,6835,13263,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.246479,40.1964458,soybean,Critical,12,Illinois,UniqueID: 13263 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.246479 | Latitude: 40.1964458 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6836,6836,13264,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2085419,40.2125718,soybean,Critical,12,Illinois,UniqueID: 13264 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2085419 | Latitude: 40.2125718 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6837,6837,13265,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.1958389,40.2109987,soybean,Critical,12,Illinois,UniqueID: 13265 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.1958389 | Latitude: 40.2109987 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6838,6838,13267,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.216095,40.1930366,soybean,Critical,12,Illinois,UniqueID: 13267 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.216095 | Latitude: 40.1930366 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
6839,6839,13268,USA,10,EO1H0230322015238110K1_SG1_01,8,2015,238,-88.2018471,40.191463,soybean,Critical,12,Illinois,UniqueID: 13268 | USA AEZ: 10 | Month: 8 | Year: 2015 | jd: 238 | Longitude: -88.2018471 | Latitude: 40.191463 | Crop: soybean | Crop Stage: Critical | Global AEZ: 12
